      禮拜一。\n,		
      佢講話有啲㪐㩿。\n,		
      佢連輸二十幾杯冧莊嘹。\n,		
      佢飲醉酒後行路遴遴迍迍到。\n,		
      論年長都冇見過你。\n,		
      論時冇記得帶錢。\n,		
      啲小朋友好論盡。\n,		
      食太快容易圇頸。\n,		
      成日綾綾繒繒冇似樣！\n,		
      單車甩鏈。\n,		
      嗰咀嘢傷得要緊，甩皮甩骨。\n,		
      佢哋隊接棒嗰陣時甩手嘹。\n,		
      你再檢查一次，睇睇仲有乜甩漏。\n,		
      而家開緊會，難甩身。\n,		
      你真係冇事摟事理。\n,		
      橛柱着白蟻鏤空嘹。\n,		
      我始終認為老版《西遊記》最經典。\n,		
      老火靚湯。\n,		
      做咩昨晚正開始做，搞得咁老火。\n,		
      我老嘢退休嘹。\n,		
      幾隻老兒公去睇電影，膩冇？\n,		
      幾年冇見，佢老皺齊嘹。\n,		
      你䊆老鼠仔都大喎！\n,		
      留到啲舊衫褲，到時候捐畀慈善機構。\n,		
      佢骨折留醫了一隻月。\n,		
      留佢自生自滅嘹。\n,		
      流宗貨。\n,		
      我份人咧啡慣了冇正經得起身。\n,		
      輸了就在啲轥地。\n,		
      食嶺頭。\n,		
      瘦㱥殑。\n,		
      原來你咁叻身嗱！\n,		
      啲老鼠仔蜎唆唆到。\n,		
      借部車畀我練手喴！\n,		
      你冇聽佢在啲亂𠲺！\n,		
      亂之講。\n,		
      佢份人好靈醒，你放心派佢去。\n,		
      打零工。\n,		
      我另開一堂課又要考試。\n,		
      蘿蔔尾炒車螺。\n,		
      你着咩邏由幫佢呢？\n,		
      我哋兩家係最好嘅朋友。\n,		
      佢額頭亮哐哐到，今年可能要行大運咯。\n,		
      坐在樹根底涼風。\n,		
      我係欽州人來噶。\n,		
      咁熝嘅飯你都食得落頸？\n,		
      難極都要做落去。\n,		
      生意越來越落鑗嘹。\n,		
      佢好落力讀書。\n,		
      你三十幾歲未有女朋友幾時正得落着？\n,		
      晾凐嗰杯水去。\n,		
      定尐，慢慢來，冇使咁狼扛。\n,	1	
      有咩發財好路數？\n,		
      你轠唅唅到要趕去邊啲？\n,		
      排骨要先熝水正炒。\n,		
      在森林裡頭行竉路。\n,		
      竉心磚。\n,		
      你做事儱偅嘅毛病幾時正改得了？\n,		
      昨晚夠麻虛哦，差尐撞車！\n,		
      你幫麻甩佬又在啲偷睇妹仔。\n,		
      冇要在啲賣獻世啦。\n,		
      你擘大對眼睇清楚。\n,		
      擘開嘴唞氣。\n,		
      件事幾容易,一當挽地游水！\n,		
      你冇猛之在啲哭得冇？\n,		
      老嘢講盲春冇啱結婚。\n,		
      佢搞出咁多事，最後又係我幫佢抹屎胐。\n,		
      隻花瓶捱扻砞角嘹。\n,		
      刷牙刷太猛搞到砞牙嘹。\n,		
      明日考試，今晚要劘書。\n,		
      掰開隻柑果。\n,		
      花生要掰殼食。\n,		
      芒果要掰皮食。\n,		
      隻哥仔嘜頭正哦！\n,		
      幫我掹緪條索去。\n,		
      我冇想聽你仲密到講。\n,		
      佢密之在啲講。\n,		
      隻嘢夠髦風哦！日日開台寶馬來上班。\n,		
      我在北京冇挨冇憑。\n,		
      冇單止市區，連鄉鎮啲人都出來睇園博園。\n,		
      我真係冇抵得你一分鐘！\n,		
      啲天時冇開空調真係冇頂得順。\n,		
      佢今日有啲冇對調，居然提前一隻鐘到辦公室。\n,		
      我冇忿得就噉子退出。\n,		
      我冇理你住幾遠都好，都要按時上班。\n,		
      昨晚爭交之後佢就冇理我嘹。\n,		
      你自己嘅任務就噉子丟在啲冇理冇晾到，係咩意思？\n,		
      中國隊踢啲嘢真係冇眼睇！\n,		
      貴咁多你都買，你冇數算噶？\n,		
      我冇睇得過眼就過去幫手。\n,		
      而今冇時冇候你食咩飯？\n,		
      佢噉子做法冇對書。\n,		
      領導又想喊我孭鑊。\n,		
      你都歪斜齊咯，仲行得回屋冇？\n,		
      考試𠍁𠍁得過線。\n,		
      我覺得件事有啲𠍁峻。\n,		
      你寫啲貓爪我冇識睇得直。\n,		
      未未𪐀青得一半路哦！\n,		
      佢想炒股發財講，未死過。\n,		
      你未先落單正，等老闆回來正講。\n,		
      未曾時就諗到放假嘹。\n,		
      你為乜見到我就面䒐䒐。\n,		
      有咩就明講。\n,		
      明識係眲人嘅仲要去。\n,		
      等我明朝有錢了一定要起一棟大屋。\n,		
      望到對面座山未？\n,		
      你望到好似冇咩開心。\n,		
      等我舞直條數去。\n,		
      無𪐀𪐀少了一隻人。\n,		
      佢睇起身好木獨，但係讀書好叻。\n,		
      你一當木橛噉！\n,		
      老懵懂。\n,		
      我嘅專業跟份工冇𪐀邊。\n,		
      飯未𪐀青得熟。\n,		
      單嘢同我完全冇𪐀褦。\n,		
      佢一日到黑冇𪐀屋。\n,		
      嗱嗱聲清數。\n,		
      件衫係男裝一係女裝？\n,		
      食了隻霜淇淋落去肚好難抵。\n,		
      我隻牛仔夠難教噶！\n,		
      隻老闆娘夠難講嘅！\n,		
      今晚難講邊人贏喎。\n,		
      成日問你借錢真係好難意。\n,		
      難為你幫我頂班嘹。\n,		
      辭冇辭職呢？真係難諗哦！\n,		
      難做哦！我隻仔日日在屋打遊戲。\n,		
      考試冇及格，捱老豆鬧到七彩。\n,		
      刮膩子。\n,		
      泥水佬。\n,		
      咁𰑳糯幾時正出得屋？\n,		
      單生意好似都冇咩諗頭。\n,		
      你有咩諗法就照直講。\n,		
      你諗準正答覆我。\n,		
      我到而家都未諗直佢係咩意思。\n,		
      回南天陣時啲被肯淰水。\n,		
      你咁牙䶪，小心捱打。\n,		
      你一笑我都見到牙齒屎咯！\n,		
      昨晚單嘢真係牙齞哦，差啲捱打死！\n,		
      隻嘢牙齴齴到好驚死。\n,		
      笑得牙齴齒露到。 。\n,		
      佢份人好𧧝𧨊，乜着數都想攞齊去。\n,		
      做得多反而捱講得多。\n,		
      而今龍眼正啱春。\n,		
      嗰條衫褲冇啱穿。\n,		
      我同佢好啱傾。\n,		
      件衫好啱心水。\n,		
      啱先我仲見到佢。\n,		
      我啱想出去。\n,		
      新年大頭，冇得講啲冇啱聽嘅嘢。\n,		
      考試時眼大望過界，冇記得寫第一題。\n,		
      你自冇自眼𢜴𢜴我做咩！\n,		
      咁細都睇得到，你真係眼利！\n,		
      眼淚水滮滮噉出。\n,	1	
      眼望望冇識幾時正得食晚。\n,		
      佢眼熱我生得靚仔。\n,		
      人未老就開始眼𥇲嘹。\n,		
      眼水冇好。\n,		
      眼𥍒𥍒望到佢。\n,		
      做咩眼腫腫到，啱哭過啊？\n,		
      佢太硬頸，所以大家冇願跟佢耍。\n,		
      我硬係覺得欽州好住過北京。\n,		
      對鞋噶鞋底硬𥕏𥕏到，一尐都冇好穿。\n,		
      對鞋噶鞋底硬𥕏𥕏到，一尐都冇好穿。\n,		
      你冇使跟啲𧬬諰，我冇想聽。\n,		
      你冇使跟啲噏諰，我冇想聽。\n,		
      去東風市場小心捱眲秤。\n,		
      一日到黑眲眲騙騙冇做過正經嘢。\n,		
      嗰攤嘢夠眲人！\n,		
      冇聽得識又一直在啲伌頭。\n,		
      阿公成日自己在啲吟吟沉沉。\n,		
      你冇𠲺得就𠲺，我可以告你誹謗！\n,		
      你冇噏得就噏，我可以告你誹謗！\n,		
      我隻牛仔冇識幾難教。\n,		
      餓㾭㾭嗰陣食乜都香。\n,		
      流鼻血了要昂頭。\n,		
      冇見過同你咁戇喪嘅人！\n,		
      女裝摩托車。\n,		
      回南天屋裡頭到處䵒𪞗𪞗。\n,		
      年三晚四，要小心防盜。\n,		
      冇識乜年世嘅事咯。\n,		
      隻妹仔嫩粒粒。\n,		
      咁嫩水就做到老總啦？\n,		
      上課要睇黑板，冇得通日擰轉頭跟同學傾偈。\n,		
      亂𠲺廿四。\n,		
      過敏周身起炠𦢊。\n,		
      啲芋頭炠口噶。\n,		
      等陣我就搋融你！\n,		
      下星期回村頭飲酒。\n,		
      水鬼沖都飲得。\n,		
      佢好飲得。\n,		
      一䊆水任夠你食豬腳粉啦！\n,		
      豆腐花十文任食。\n,		
      都要還隻人情俾人哋正得。\n,		
      人家驚醜啊！\n,		
      人仔細細就學人家拍拖。\n,		
      阿婆扔實實隻司機冇畀走。\n,		
      佢都韌皮哦，劏了幾次羊仲撐得落去。\n,		
      日晚加班。\n,		
      準備睇日子入新屋。\n,		
      佢片面仲皺過瓜皮。\n,		
      你冇論日怩怩忸忸。\n,		
      啲柳樹支軟掉掉到。\n,		
      張被好軟熟。\n,		
      今晚上來食餐飯順便認屋。\n,		
      牛巴好熱氣。\n,		
      食熱嘢容易生炸哥。\n,		
      月光升就肯大水。\n,		
      隻妹仔肉水幾好哦！\n,		
      大肚娘媽。\n,		
      耐耐去一次三娘灣。\n,		
      一腳搙死隻騷𫊷。\n,		
      青菜𪒬鑊嘹。\n,		
      昨晚冇識食錯咩今日密之屙肚。\n,		
      哦呵！你做咩冇去搶？\n,		
      哦呵！又冧莊！\n,		
      咩招都試齊嘹，佢仲係冇受我都冇惡得呢！\n,		
      人仔細細就咁劥安話。\n,		
      肥屍婠娺。\n,		
      你滿十八歲，就要承擔責任，怕講你未滿一𡃀。\n,		
      平閒時我冇想去睇電影，怕講週末呢就差冇多。\n,		
      今日掃屋，爬上爬落冇得停過。\n,		
      最佳拍檔。\n,		
      咳了咁耐要去醫院拍片睇睇。\n,		
      中學生冇得拍拖。\n,		
      我細時候最癮拍圖片哦。\n,		
      嗰條金包鐵㔙幾長，攞來浸酒補哦。\n,		
      過年陣時廣場有拋鴨。\n,		
      先拋車在啲去食飯。\n,		
      冇開噴渦啲魚肯死噶。\n,		
      別墅前面有隻噴渦仔。\n,		
      冇使咁頻蹸啊。\n,		
      嗰件事好頻蹸。\n,		
      你䠋開腳做咩？\n,		
      大花園啲有人劈友。\n,		
      嗰條街嘅違章商販冚唪唥都着抨走喇。\n,		
      去沙園市場執平嘢。\n,		
      你啲手指紕芿芿到，快啲搽護手霜。\n,		
      佢識個屁臭！\n,		
      屁屎！又想眲我！\n,		
      啱啱得平本。\n,		
      兩家平過。\n,		
      大家平排坐。\n,		
      我老豆成日都幫我剪平頭裝。\n,		
      昨晚落雨冇記得關窗，飄雨落來溹濕窗簾嘹。\n,		
      你睇佢鋪相幾囂張哦！\n,		
      望到你鋪版都飽咯！\n,		
      你就一日到黑孵定部電腦。\n,		
      棟樓雙鋪面。\n,		
      好耐冇見過你蒲頭嗱。\n,		
      落大池記得帶蒲水石。\n,		
      地太滑嘹，搞到我差尐仆街。\n,		
      我嗰次考試仆街嘹。\n,		
      你隻仆街仲敢來問我借錢？\n,		
      準備考試正識得拚命睇書。\n,		
      碰啱大減價，執到死魚。\n,		
      佢老乸出世陣時啱好碰到三年饑荒。\n,		
      幫爛仔都夠沙膽喎！\n,		
      隻妹仔太沙拉，冇啱結婚。\n,		
      識你沙屎多囉！\n,		
      冇識去邊啲耍就問佢哦，佢係耍家來噶！\n,		
      冇使跟我耍嘢。\n,		
      衫褲曬焦嘹。\n,		
      今日熱頭夠大哦！出去一陣仔捱曬𪒬嘹。\n,		
      冇使咁毒哇？山水有相逢噶！\n,		
      我每次去揾佢，佢屋己都閂門閉府。\n,		
      水池上了好多漦稠稠嘅青苔。\n,		
      佢冇肯結婚你生蠻逼佢都冇用噶！\n,		
      啲後生仔真係生猛。\n,		
      條魚仲生㿰㿰到。\n,		
      啲蘋果生㿰㿰。\n,		
      佢生成都係噉子噶。\n,		
      大隻仔嘹，要生性尐。\n,		
      生生捉人打死。\n,		
      今晚去酒吧殺貨。\n,		
      好食稍偈。\n,		
      大人講晚黑冇得哨風。\n,		
      開業大酬賓，食嘢冇使錢。\n,		
      把刀都使得。\n,		
      喊人家幫手冇得咩？使乜自己咁辛苦？\n,		
      升了價就冇有得降噶啦，使乜講！\n,		
      隻領導真係識使人。\n,		
      有權都冇使使盡檔哇？\n,		
      未到月底工資就使齊嘹。\n,		
      喊你洗次碗仲搞爛幾隻，真係使鬼不得力！\n,		
      駛牛耙田。\n,		
      昨晚元宵燈會世間多人噶哇！\n,		
      自己身有屎就冇講人家啦！\n,		
      你睇睇你副身屍，全部都係泥！\n,		
      順到條路開落去幾十米就見可以到停車場啦。\n,		
      順便:順手幫我遞支筆過來喂。\n,		
      嗰單嘢做得冇係幾順手。\n,		
      新年好，順陞發！\n,		
      一家五口去飲酒封一百文封包，都夠𢡉衰哦！\n,		
      回南天到處濕澈澈。\n,		
      欽州夏天好濕熱。\n,		
      你啲米粒瘡係濕熱引起噶。\n,		
      佢跟佢老豆似十足去。\n,		
      頭先褲鏈開了都冇識，真係好失禮！\n,		
      人哋在啲講話佢就一直低頭食嘢，好失禮。\n,		
      冇買得到咩菜，真係失禮哦。\n,		
      開價一百，實價二十。\n,		
      老師實識你裝病。\n,		
      準備落雨嘹，快啲收衫。\n,		
      等陣我就收拾你！\n,		
      座山咁高，一跌落去就收拾嘹。\n,		
      我冇想聽，收聲啦！\n,		
      開學嘹，要收心讀書嘹。\n,		
      今晚十一點收攤。\n,		
      間珠寶店早時冇收攤嘹咩？\n,	1	
      等我執齊啲手尾。\n,		
      手炠想打電子。\n,		
      今晚上我屋試試我啲手勢。\n,		
      聲沙到冇講得話出。\n,		
      昨晚輸𪒬煲嘹。\n,	1	
      到處講人家屎樚。\n,		
      搖色盅。\n,		
      嗰次識錯未？\n,		
      識崩你！冇得講啲衰嘢！\n,		
      識崩哦，又輸！\n,		
      面皮厚冇識醜。\n,		
      我識得佢噶。\n,		
      冇識埞同點去？\n,		
      我仔一歲就識行嘹。\n,	1	
      下低街你識行冇？\n,		
      識意尐，快啲去幫幫手！\n,		
      隻妹仔你識人冇？\n,		
      逼我出大招，識死未？\n,		
      我識準佢放我哋飛機噶呢！\n,		
      好彩你識精冇出九筒哦！\n,		
      啲菜放了一晚仲食得冇？\n,		
      間嘢都食得。\n,		
      佢好食得。\n,		
      隻生意佬食得鹹哦！\n,		
      難得去睇老公踢一次球居然就食球餅。\n,		
      見到落咁大雨都冇識收衫褲，你真係食嘥米！\n,		
      今年八月十五回屋食節咩？\n,		
      人哋請我明日去食嶺頭。\n,		
      啲豬腳碎碎冇成䊆嘅嗱！\n,		
      成日在啲講佢以前幾威風。\n,		
      成世人冇見你做得成過一件事！\n,		
      成身都係名牌。\n,		
      你去邊啲搞得成副身屍都邋遢齊？\n,		
      一隻人燒煙，搞得成間屋都烏煙瘴氣。\n,		
      飲燒酒。\n,		
      年初一晚二橋燒煙花。\n,		
      隻花瓶少少都值五十萬。\n,		
      食齊啲菜，冇要嘥壞。\n,		
      三八婆。\n,		
      三二兩下做齊啲工去。\n,		
      冇係大肚黃，係三畫王？\n,		
      兌散紙。\n,		
      間公司散檔嘹。\n,		
      喢𫵱！佢冇可能飲得五斤二鍋頭。\n,		
      我周身都撒架啦。\n,		
      捱臭屁蟲撒尿。\n,		
      佢突然走出來捉我嚇撒跳去。\n,		
      昨晚睡到一半撒醒嘹，好似聽到電話響。\n,		
      間屋西斜，晚黑熱死。\n,		
      佢打球好犀利。\n,		
      把嘴夠犀利。\n,		
      咁細婗一粒。\n,		
      大方尐，冇要咁細婗。\n,		
      隻細嘢跑得快哦！\n,		
      屋己細嘢仲等我回去煮晚食。\n,		
      我先搞掂隻細嘢，大嘢留畀你。\n,		
      電視開細聲尐。\n,		
      我細隻嘅時候都識背唐詩咯。\n,		
      我一噻眲冇記得帶鎖匙出來嘹。\n,		
      等噻日好天我哋去窯番薯。\n,		
      睇到隻蟲我都心翻。\n,		
      搞本字典要花好多心機。\n,		
      隻毛毛蟲睇到都心癬。\n,		
      冇成日心思思人哋啦。\n,		
      冇打你一身冇心松。\n,		
      今晚足彩有咩心水？\n,		
      條衫啱你心水冇？\n,		
      聽到指甲刮黑板嘅聲音我心蝡齊。\n,		
      我今日冇識做乜咁心蝡。\n,		
      佢咩都冇識做，真係心炠哦！\n,		
      新年大頭打跌部手機，衰哦！\n,		
      新年流流冇得講“死”字。\n,		
      件衫新簇簇嗱！\n,		
      冷得我𢲜㦅㦅。\n,		
      修悠尐，冇使狂。\n,		
      橛淮山順水噶。\n,		
      你做事冇思量後果噶嗱。\n,		
      車又死火。\n,		
      冇記得帶錢，死火！\n,		
      昨晚在江邊發現一隻死佬。\n,		
      你隻死佬除了識食仲識做咩？\n,		
      你講死冇死？考得四十幾分。\n,		
      嗰次行動捉了一大幫死蛇爛𧊅。\n,		
      四周圍去滾。\n,		
      隻儂仔生得都幾四正。\n,		
      你都仙家喎，噉都着你識！\n,	1	
      我冇中意食啲酸蔸蔸嘅嘢。\n,		
      檸檬酸微酸微好開胃。\n,		
      檸檬酸微酸微好開胃。\n,		
      快啲搞搞齊去算數啦！\n,		
      你冇識算數噶嗱！\n,		
      講話冇算數。\n,		
      我睇到有人跟我即刻醒䟄嘹。\n,		
      出到外頭醒水尐，冇要人家講乜你就信乜。\n,		
      睇電視就要食消口。\n,		
      痛得我搡嘍嘍到。\n,		
      講佢一句佢就搡踜踜到。\n,		
      啲蝦生猛哦，放落鑊去仲搡䟄䟄到。\n,		
      欽州街嘅公廁數量太少，好多時候尿出逼了都冇揾得到地方屙尿。\n,		
      快啲穿衫冇？等陣就縮汗！\n,		
      做事大膽尐，冇要縮手縮腳。\n,		
      儂仔人咁縮腮同點追得到妹仔？\n,		
      食雞髀送飯。\n,		
      觴鬼頭，糯米兜，食了三餐又去摟，摟到一橛甘蔗頭。\n,		
      機械表要通日上鍊。\n,		
      踩單車上坽好辛苦。\n,		
      上面係冇？打你你就識錯！\n,		
      鬼上身。\n,		
      上高落了指示。\n,		
      我尚下做齊作業啦。\n,		
      我中意食爽米粥。\n,		
      水道竉又塞嘹。\n,		
      臭水火油。\n,		
      隻水蟹邊可能打得贏我。\n,		
      落雨大，水浸街。\n,		
      今日睡過籠又遲到。\n,		
      回村頭咁多叔伯兄弟，有排飲哦！\n,		
      慢慢就熟手啦。\n,		
      貪平冇好嘢。\n,		
      細細隻就學人哋談婚啦？\n,		
      熱生熱死，都係去商場儃空調好尐。\n,		
      輸了彈㩧。\n,		
      補銻煲。\n,		
      我早幾都睇清光佢啦。\n,		
      隻妹仔都睇得。\n,		
      睇啱邊樣跟我講，我出錢。\n,		
      睇日子擺酒。\n,		
      睇衰人。\n,		
      中國足球仲有咩睇頭。\n,		
      對嗰件事你有乜睇法？\n,		
      𧽼𧽼轉，菊花園。\n,		
      啲細昆蟲要錔近影正影得真。\n,		
      偷雞入了一隻球。\n,		
      上班偷雞溜出來。\n,		
      打麻將偷雞。\n,		
      張相後背有隻細老哥在啲偷鏡頭。\n,		
      佢打麻將冇識幾癮偷鹹魚噶，我冇止一次見到佢換牌。\n,		
      佢老公成日出去偷食。\n,		
      佢上自修上到一半偷走嘹。\n,		
      咁細就偷偷攝攝，大了仲得了？\n,		
      未跑幾步就唞氣呵呵到。\n,		
      透雨回屋。\n,		
      頭殼疼。\n,		
      你食頭先，今晚我冇回去食晚嘹。\n,	1	
      頭先邊人揾我？\n,		
      爭頭遊。\n,		
      頭菜蒸豬肉。\n,		
      大家先食尐嘢墊底。\n,		
      好得朝早得食碗粥墊肚哦！\n,		
      細佬哥冇聽講。\n,		
      聽講你升官嘹。\n,		
      上高數課好似聽天書。\n,		
      上課冇聽書。\n,		
      添丁發財。\n,		
      添福添壽。\n,		
      食得多甜澈澈嘅嘢牙齒容易生蟲。\n,		
      冇識邊人天光八早就在外邊啲嘈。\n,		
      天氣預報講要過幾日正得天好。\n,		
      你寫啲嘢跟老師要求差天遠。\n,		
      外頭天冷地凍，你穿多尐衫喎。\n,		
      天時好。\n,		
      一到了夏至，狗肉就賣斷市。\n,		
      政府貼錢修條路。\n,		
      擺酒仲要貼錢？\n,		
      今日又打跌錢又捱刮花部車，真係衰到貼地！\n,		
      你咁挑挑揀揀，幾時正揾得到老公？\n,		
      你信冇信我拖友來收拾你？\n,		
      你隻廢柴仲識拖屍回屋食晚冇？\n,		
      人哋出隻五仔你打條煙，真係擡高米價！\n,	1	
      就佢鋪板都揾得到老婆？託𫵱！\n,		
      昨晚隻龜仔劏羊劏得一地都係。\n,		
      劏狗鋪一落雨就着浸。\n,		
      今晚去一馬路口食糖水。\n,		
      發肚屙。\n,		
      今晚食得太飽嘹，肚䂻哦。\n,		
      拜土地。\n,		
      條金魚在啲吐波。\n,		
      我都冇識通㗎講法好！\n,		
      通街都係蘋果手機。\n,		
      我通日都見到佢。\n,		
      我跟佢同班。\n,		
      你同點識得佢噶？\n,		
      同堂兄弟。\n,		
      我想買塊屋地。\n,		
      回屋己食飯。\n,		
      佢係話祖來噶！一日講到黑冇停過。\n,		
      食槐花。\n,		
      你冇使跟我玩嘢，我仲熟過你！\n,		
      張台擺得橫橫纊纊到。\n,		
      隻球啲配合幾滑𢫖哦！\n,		
      當年佢冇識幾威風，而今爭一身債走飛機嘹。\n,		
      哎呀！今晚穿身嘢媁出花去嗱！\n,		
      打扮得媁□□到去相親。\n,		
      嗰隻球媁水！\n,		
      你份計畫書寫得都幾媁滑！\n,		
      整好部嘢要伍佰文，冇為得過啦。\n,		
      跟尾商家又返現了二百文，為過台空調一千二哦。\n,		
      順色為零，唯色加一。\n,		
      我昨晚失眠，今日一日都殟殟沌沌。\n,		
      慢慢來，攞穩陣。\n,		
      搵食艱難。\n,		
      運力運到滿格就可以出大招。\n,		
      屋裡頭太鬱窒嘹，快啲開開窗！\n,		
      今日跟老闆爭交真係好鬱火！\n,		
      心翻加核突。\n,		
      “有女冇嫁黃坡𡰪，三餐番薯兩餐粥。\n,		
      睇黃嘢。\n,		
      黃六佬。\n,		
      條衫發烏膎嘹。\n,		
      回南天。\n,		
      前面封路，開回頭喂。\n,		
      等我回魂正飲過。\n,		
      佢十句有九句都係詐嘢。\n,		
      一講到還錢佢就詐癲扮懵。\n,		
      詐計冇識人。\n,		
      親戚畀紅包佢，佢詐意冇要。\n,		
      嗰隻動作根本冇犯規，明顯係佢詐死為了博點球。\n,		
      一面炸哥。\n,		
      快啲搬走你啲嘢，好厏埞。\n,		
      冇要食咁多厏肚嘅嘢。\n,		
      啲舊衫褲捚丟好可惜，不如捐畀慈善機構。\n,		
      今晚乜都冇食，齋飲。\n,		
      對鞋窄腳，搞到我腳出血。\n,		
      1.5賠率，好似冇咩賺頭。\n,		
      賺得摟事理。\n,		
      賺得兩文雞。\n,		
      兩公婆爭交好正常。\n,		
      最㛴啲人爭錢冇還。\n,		
      冇爭在嗰幾分鐘。\n,		
      佢笑得當煠熟狗頭噉。\n,		
      冇買燒鴨買煠鴨。\n,		
      冇記得喊老闆找數嘹。\n,	1	
      你之前應承了要請大家食飯，準備幾時找數？\n,		
      地面找平。\n,		
      找平收支。\n,		
      今晚食飯我罩數。\n,		
      兩仔爺。\n,		
      兩仔乸。\n,		
      我仔兒今年五歲嘹。\n,	1	
      隻仔兒嘜頭正喎！\n,		
      則嘜下要放幾多鹽。\n,		
      一日到黑𥍒定部電腦。\n,		
      准衹你得食我冇得食噶？\n,		
      風扇開到盡檔都仲係好熱。\n,		
      去到盡㞘都係噉子嘹。\n,		
      欽州城牆係抗戰嗰陣時拆除噶。\n,		
      佢踢球就識執鹹魚。\n,		
      間店執笠嘹。\n,		
      執衫包走人。\n,		
      執拾好房間。\n,		
      今晚連輸佢十一碼，未得執鞋。\n,		
      你每次惹事都要我幫你執手尾。\n,		
      又着佢執雞入一隻。\n,		
      佢哋挃之在啲笑。\n,		
      次次從屋己出發，媽媽都捉我隻行李箱挃實實去。\n,	1	
      周身冇舒服。\n,		
      你周圍揾揾睇。\n,		
      早幾都到嘹。\n,		
      走得快，好世界。\n,		
      佢爭人家一身債之後走飛機嘹。\n,		
      噉子都畀佢走甩雞？\n,		
      佢借錢陣時就已經諗定走數嘹。\n,		
      張凳好似有尐走趲。\n,		
      我都係就到我老婆。\n,		
      轉隻彎就到。\n,		
      間店店員服務態度冇識幾差，就當爭佢錢噉。\n,		
      間屋就快起好喇。\n,		
      就手幫遞本書過來喂。\n,		
      叉燒就得啦！得多幾分鐘。\n,		
      有兩文錢就想出去耍。\n,		
      黑桃煙有人要冇？冇有我借風喎！\n,		
      我隻幾月冇見過佢嘹。\n,		
      過多隻把星期再揾你。\n,		
      夠膽放學隻抽！\n,		
      隻隻都係人才。\n,		
      我見你真係夠多錙縶噶！一陣頭暈一陣肚又痛！\n,		
      一到晚黑條街支身冇開。\n,		
      老師在上高講，你哋就在下低吱吱𠽻𠽻。\n,		
      欽州豬腳粉，神仙也打滾。\n,		
      你冇使指意我幫手。\n,		
      我睇佢至多十五歲哦。\n,		
      佢一發工資就至誠使，到了月底一分紙都冇剩。\n,		
      冇志在得失。\n,		
      志在當官。\n,		
      未開飲就先自㨃？\n,		
      你對佢好，佢自不然會對你好。\n,		
      快啲自動自覺還錢人家。\n,		
      你自冇自打電話畀我做咩？\n,		
      嗰竇燕子住定在我屋嘹。\n,		
      你即管點，我埋單。\n,		
      蘇軾即係蘇東坡。\n,		
      每次iPhone出新品佢都係即時買落來。\n,		
      條路直不律到，冇識幾好行。\n,		
      闖紅燈直程係置自己生命安全于不顧嘅行為。\n,		
      放學了你就直頭直路回屋，冇要到處逛。\n,		
      你就專職讀書得啦，其他乜都冇使諗。\n,		
      遇到問題要識得轉變。\n,		
      直直開，到前面路口轉頭。\n,		
      生得又媁又精靈。\n,		
      你今日睇起身都幾精神嗱。\n,		
      整車佬。\n,		
      來幫手整菜。\n,		
      冇成日整蠱新人喴！\n,		
      我講嘅係正斗嘅欽州白話。\n,		
      正啱你來嘹，我有嘢同你講。\n,		
      佢正式係一隻流氓。\n,		
      我哋正正就係傾緊隻話題。\n,		
      靜心學習。\n,		
      身份證冇見嘹，折墮哦。\n,		
      隻荔枝係蕉核嗰。\n,		
      照計嗰次世界盃冠軍應該係中國。\n,		
      來我哋公司，你照舊做總經理。\n,		
      照睇中國隊都冇乜希望贏。\n,		
      冇要放台車在路中間阻埞。\n,		
      左軚車。\n,		
      佢都冇在乎你，你着乜邏由咁緊張佢？\n,		
      佢咁大隻人嘹，你使乜仲咁着緊？\n,		
      讀小學時成日捱人捉水蟹。\n,		
      你成日冇變手，有咩冇捱捉碼腳噶！\n,		
      佢好作賤，人家冇理佢仲死纏爛打。\n,		
      今日身裝頭亞蠻非主流喎。\n,		
      擦了梘要漴水。\n,		
      差尐遲到，撞彩見到有順風車。\n,		
      你感冒啱啱好，冇要徛在啲撞風。\n,		
      本身冇乜噶，一撞風就醉嘹。\n,		
      撞啱啲事，真係衰哦！\n,		
      買一送一，做得過喎。\n,		
      出去做工。\n,		
      做慣木工。\n,		
      佢係做海發財噶。\n,		
      放學兩家去做佢手腳。\n,		
      幫我做冧佢。\n,		
      做冧間店面。\n,		
      識做食。\n,		
      劏雞啲嘢我做熟做慣噶。\n,		
      而今做田冇得咩錢哦。\n,		
      你仔滿月做酒咩？\n,		
      你哥哥出去耍嘹，你冇追尾去咩？\n,		
      你𢳂碗飯咁椎頭伏髻做乜嘢？\n,		
      我嘴笨，講錯乜嘢冇要怪我。\n,		
      食嘴頭。\n,		
      講佢兩句佢就嘴嘟嘟。\n,		
      要食粥飯正得飽。\n,		
      我腳趾頭蹙血嘹。\n,		
      蹙力打佢一捶。\n,		
      我中意唱歌。\n,		
      燒雞翼，我鐘意食。\n,		
      排時好多人得紅眼病，我都中招嘹。\n,		
      晚晚出去蒲，小心中槍。\n,		
      我仲在啲食緊飯。\n,		
      我仲係細佬哥。\n,		
      錢要慳慳使使。\n,		
      你都冇識，我越發冇識哦！\n,		
      老同學仲收多我五十文，真係越熟越熝！\n,		
      佢都夠浪身哦！自己一隻妹仔敢走去敘利亞耍。\n,		
      髦心番薯。\n,		
      考得一次第一名就到處吹，真係髦心番薯！\n,		
      鬧佢佢仲要駁嘴。\n,		
